,AllCCS ID,Name,smiles,Formula,Adduct,m/z,CCS,Input
1826,AllCCS00001221,Pristimerin,CC1=C(C(=O)C=C2C1=CC=C3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C)O,C30H40O4,[M+H]+,465.3,211.2,Pristimerin
1827,AllCCS00001222,Phenothrin,CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C,C23H26O3,[M+H]+,351.1955,187.5,Phenothrin
1828,AllCCS00001223,Cortisone,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,C21H28O5,[M+Na]+,383.183,211.7,Cortisone
1829,AllCCS00001223,Cortisone,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,C21H28O5,[2M+Na]+,743.3766,269.9,Cortisone
1830,AllCCS00001224,5alpha-Cholestanol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C27H48O,[M-H2O+H]+,371.3672,209.0,5alpha-Cholestanol
1831,AllCCS00001225,Idebenone,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,C19H30O5,[M+H]+,339.2166,178.6,Idebenone
1832,AllCCS00001226,Avocadyne Acetate,CC(=O)OCC(CC(CCCCCCCCCCCC#C)O)O,C19H34O4,[M+Na]+,349.235,184.0,Avocadyne Acetate
1833,AllCCS00001227,Glycocholic Acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C26H43NO6,[M+H]+,466.3163,199.6,Glycocholic Acid
1834,AllCCS00001227,Glycocholic Acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C26H43NO6,[M-H2O+H]+,448.3057,197.4,Glycocholic Acid
1835,AllCCS00001227,Glycocholic Acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C26H43NO6,[M+H-2H2O]+,430.2951,196.9,Glycocholic Acid
1836,AllCCS00001227,Glycocholic Acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C26H43NO6,[M+Na]+,488.2983,204.1,Glycocholic Acid
1837,AllCCS00001227,Glycocholic Acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C26H43NO6,[M+K]+,504.2722,208.8,Glycocholic Acid
1838,AllCCS00001227,Glycocholic Acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C26H43NO6,[M-H]-,464.3017,202.7,Glycocholic Acid
1839,AllCCS00001227,Glycocholic Acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C26H43NO6,[M+Na-2H]-,486.2837,204.8,Glycocholic Acid
1840,AllCCS00001227,Glycocholic Acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C26H43NO6,[M+K-H+HCOO]-,548.2631,214.2,Glycocholic Acid
1841,AllCCS00001227,Glycocholic Acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C26H43NO6,[M+Na-H+Cl]-,522.2603,210.7,Glycocholic Acid
1842,AllCCS00001227,Glycocholic Acid,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C26H43NO6,[M+Na-H+HCOO]-,532.2891,212.2,Glycocholic Acid
1843,AllCCS00001228,Epiestriol,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,C18H24O3,[M+H]+,289.1798,153.6,Epiestriol
1844,AllCCS00001229,Cryptotanshinone,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,C19H20O3,[M+H]+,297.1485,168.0,Cryptotanshinone
1845,AllCCS00001230,Gossypol,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O,C30H30O8,[M-H2O+H]+,501.1908,228.1,Gossypol
1846,AllCCS00001231,"Salinomycin, Sodium",CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)O,C42H70O11,[M+Na]+,773.4811,263.6,"Salinomycin, Sodium"
1847,AllCCS00001231,"Salinomycin, Sodium",CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)O,C42H70O11,[M-H]-,749.4845,268.4,"Salinomycin, Sodium"
1848,AllCCS00001232,Lithocholic Acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C24H40O3,[M+H]+,377.305,210.8,Lithocholic Acid
1849,AllCCS00001232,Lithocholic Acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C24H40O3,[M-H2O+H]+,359.2944,191.6,Lithocholic Acid
1850,AllCCS00001232,Lithocholic Acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C24H40O3,[M-H]-,375.2904,200.8,Lithocholic Acid
1851,AllCCS00001232,Lithocholic Acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C24H40O3,[M+HCOO]-,421.2959,198.8,Lithocholic Acid
1852,AllCCS00001232,Lithocholic Acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C24H40O3,[M+K-H+HCOO]-,459.2518,204.1,Lithocholic Acid
1853,AllCCS00001232,Lithocholic Acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C24H40O3,[M+Na-H+Cl]-,433.249,197.9,Lithocholic Acid
1854,AllCCS00001232,Lithocholic Acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C24H40O3,[M+Na-H+HCOO]-,443.2778,201.6,Lithocholic Acid
1855,AllCCS00001233,Helenine,CC1CCCC2(C1=CC3C(C2)OC(=O)C3=C)C,C15H20O2,[M+H]+,233.1536,149.5,Helenine
1856,AllCCS00001234,Enoxolone,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,C30H46O4,[M+H]+,471.3469,213.9,Enoxolone
1857,AllCCS00001235,Tanshinone Iia,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,C19H18O3,[M+H]+,295.1329,164.0,Tanshinone Iia
1858,AllCCS00001236,Gedunin,CC(=O)OC1CC2C(C(=O)C=CC2(C3C1(C45C(O4)C(=O)OC(C5(CC3)C)C6=COC=C6)C)C)(C)C,C28H34O7,[M+H]+,483.2378,205.7,Gedunin
1859,AllCCS00001237,Cedrol,CC1CCC2C13CCC(C(C3)C2(C)C)(C)O,C15H26O,[M+H]+,223.2057,145.9,Cedrol
1860,AllCCS00001238,Artemisinin,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,C15H22O5,[M+Na]+,305.136,168.1,Artemisinin
1861,AllCCS00001239,Santonin,CC1C2CCC3(C=CC(=O)C(=C3C2OC1=O)C)C,C15H18O3,[M+H]+,247.1329,154.9,Santonin
1862,AllCCS00001240,Ursocholanic Acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C,C24H40O2,[M+H]+,361.3101,169.3,Ursocholanic Acid
1863,AllCCS00001240,Ursocholanic Acid,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C,C24H40O2,[M-H]-,359.2955,211.0,Ursocholanic Acid
1864,AllCCS00001241,Cholest-5-En-3-One,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(=O)C4)C)C,C27H44O,[M+H]+,385.3465,211.4,Cholest-5-En-3-One
1865,AllCCS00001242,"Cholest-4,6-Dien-3-One",CC(C)CCCC(C)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,C27H42O,[M+H]+,383.3309,208.3,"Cholest-4,6-Dien-3-One"
1866,AllCCS00001243,7-Oxocholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2C(=O)C=C4C3(CCC(C4)O)C)C,C27H44O2,[M+H]+,401.3414,208.3,7-Oxocholesterol
1867,AllCCS00001244,Solasodine,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1,C27H43NO2,[M+H]+,414.3367,207.8,Solasodine
1868,AllCCS00001245,"ANDROSTA-1,4-DIENE-3,17-DIONE",CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C=CC34C,C19H24O2,[M+H]+,285.1849,168.4,"ANDROSTA-1,4-DIENE-3,17-DIONE"
1869,AllCCS00001245,"ANDROSTA-1,4-DIENE-3,17-DIONE",CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C=CC34C,C19H24O2,[M-H2O+H]+,267.1743,164.0,"ANDROSTA-1,4-DIENE-3,17-DIONE"
1870,AllCCS00001245,"ANDROSTA-1,4-DIENE-3,17-DIONE",CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C=CC34C,C19H24O2,[M+Na]+,307.1669,194.6,"ANDROSTA-1,4-DIENE-3,17-DIONE"
1871,AllCCS00001245,"ANDROSTA-1,4-DIENE-3,17-DIONE",CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C=CC34C,C19H24O2,[2M+Na]+,591.3446,276.5,"ANDROSTA-1,4-DIENE-3,17-DIONE"
1872,AllCCS00001246,"4-(3,12,14-Trihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One",CC12CCC(CC1CCC3C2CC(C4(C3(CCC4C5=CC(=O)OC5)O)C)O)O,C23H34O5,[M+H]+,391.2479,195.1,"4-(3,12,14-Trihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One"
1873,AllCCS00001247,Guaiol(-),CC1CCC(CC2=C1CCC2C)C(C)(C)O,C15H26O,[M+H]+,223.2057,146.3,Guaiol(-)
1874,AllCCS00001248,Smilagenin,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1,C27H44O3,[M+H]+,417.3363,207.7,Smilagenin
1875,AllCCS00001249,Chrysanthemic Acid,CC(=CC1C(C1(C)C)C(=O)O)C,C10H16O2,[M+H]+,169.1223,130.0,Chrysanthemic Acid
1876,AllCCS00001250,Lappaconitine,CCN1CC2(CCC(C34C2CC(C31)C5(CC(C6CC4C5(C6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,C32H44N2O8,[M+H]+,585.3171,232.5,Lappaconitine
1877,AllCCS00001251,11a-Acetoxyprogesterone,CC(=O)C1CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)OC(=O)C)C,C23H32O4,[M+H]+,373.2374,190.6,11a-Acetoxyprogesterone
1878,AllCCS00001252,Veratrine Sulfate,CC=C(C)C(=O)OC1CCC2(C3C1(OC24CC5(C6CN7CC(CCC7C(C6(C(CC5(C4CC3)O)O)O)(C)O)C)O)O)C,C32H49NO9,[M+H]+,592.348,237.4,Veratrine Sulfate
1879,AllCCS00001253,Suxibuzone,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O,C24H26N2O6,[M+H]+,439.1864,199.3,Suxibuzone
1880,AllCCS00001254,Auraptene,CC(=CCCC(=CCOC1=CC2=C(C=C1)C=CC(=O)O2)C)C,C19H22O3,[M+H]+,299.1642,158.3,Auraptene
1881,AllCCS00001255,Parthenolide,CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,C15H20O3,[M-H2O+H]+,231.1379,150.7,Parthenolide
1882,AllCCS00001256,Desacetylcolforsin,CC1(CCC(C2(C1C(C(C3(C2(C(=O)CC(O3)(C)C=C)O)C)O)O)C)O)C,C20H32O6,[M+Na]+,391.2092,185.6,Desacetylcolforsin
1883,AllCCS00001257,Conessine,CC1C2CCC3C2(CCC4C3CC=C5C4(CCC(C5)N(C)C)C)CN1C,C24H40N2,[M+H]+,357.3264,195.4,Conessine
1884,AllCCS00001258,Convallatoxin,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,C29H42O10,[M+H]+,551.2851,238.1,Convallatoxin
1885,AllCCS00001259,Solanesol,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C)C,C45H74O,[M-H2O+H]+,613.5707,256.8,Solanesol
1886,AllCCS00001260,Triptophenolide,CC(C)C1=C(C2=C(C=C1)C3(CCC4=C(C3CC2)COC4=O)C)O,C20H24O3,[M+H]+,313.1798,179.4,Triptophenolide
1887,AllCCS00001261,Hederagenin,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1)C)C(=O)O)C,C30H48O4,[M-H2O+H]+,455.352,210.6,Hederagenin
1888,AllCCS00001261,Hederagenin,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1)C)C(=O)O)C,C30H48O4,[M-H]-,471.348,221.4,Hederagenin
1889,AllCCS00001262,"Stigmasta-4,22-Dien-3-One",CCC(C=CC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(C)C,C29H46O,[M+H]+,411.3622,218.5,"Stigmasta-4,22-Dien-3-One"
1890,AllCCS00001263,Lagochilin,CC1CCC2C(C13CCC(O3)(CCO)CO)(CCC(C2(C)CO)O)C,C20H36O5,[M+H]+,357.2636,171.2,Lagochilin
1891,AllCCS00001264,Hecogenin Acetate,CC1CCC2(C(C3C(O2)CC4C3(C(=O)CC5C4CCC6C5(CCC(C6)OC(=O)C)C)C)C)OC1,C29H44O5,[M+H]+,473.3262,223.4,Hecogenin Acetate
1892,AllCCS00001265,Perillic Acid (-),CC(=C)C1CCC(=CC1)C(=O)O,C10H14O2,[M+H]+,167.1067,124.9,Perillic Acid (-)
1893,AllCCS00001266,Crustecdysone,CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O,C27H44O7,[M+H]+,481.316,221.3,Crustecdysone
1894,AllCCS00001267,Madecassic acid,CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)O,C30H48O6,[M+Na]+,527.3344,234.8,Madecassic acid
1895,AllCCS00001267,Madecassic acid,CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)O,C30H48O6,[M-H]-,503.3378,222.9,Madecassic acid
1896,AllCCS00001268,Diflorasone Diacetate,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,C26H32F2O7,[M+H]+,495.2189,209.5,Diflorasone Diacetate
1897,AllCCS00001269,Melphalan,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,C13H18Cl2N2O2,[M+H]+,305.0818,168.7,Melphalan
1898,AllCCS00001270,Dichlorvos,COP(=O)(OC)OC=C(Cl)Cl,C4H7Cl2O4P,[M+Na]+,242.9352,149.9,Dichlorvos
1899,AllCCS00001271,Azlocillin,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C,C20H23N5O6S,[M+H]+,462.1442,205.8,Azlocillin
1900,AllCCS00001272,Nafcillin,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,C21H22N2O5S,[M+H]+,415.1322,193.8,Nafcillin
1901,AllCCS00001272,Nafcillin,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,C21H22N2O5S,[M+Na]+,437.1142,202.0,Nafcillin
1902,AllCCS00001273,Enalapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,C20H28N2O5,[M+H]+,377.2071,187.4,Enalapril
1903,AllCCS00001273,Enalapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,C20H28N2O5,[M+Na]+,399.1891,189.7,Enalapril
1904,AllCCS00001273,Enalapril,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,C20H28N2O5,[M-H]-,375.1925,197.1,Enalapril
1905,AllCCS00001274,Lisinopril,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,C21H31N3O5,[M+H]+,406.2337,189.7,Lisinopril
1906,AllCCS00001275,Lisinopril,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,C21H31N3O5,[M+H]+,406.2337,189.7,Lisinopril
1907,AllCCS00001276,Nateglinide,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,C19H27NO3,[M+H]+,318.2064,178.6,Nateglinide
1908,AllCCS00001277,Oxacillin,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,C19H19N3O5S,[M+H]+,402.1118,188.4,Oxacillin
1909,AllCCS00001277,Oxacillin,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,C19H19N3O5S,[M+Na]+,424.0938,194.9,Oxacillin
1910,AllCCS00001277,Oxacillin,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,C19H19N3O5S,[M-H]-,400.0972,198.2,Oxacillin
1911,AllCCS00001278,Cefmetazole,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,C15H17N7O5S3,[M+Na]+,494.0346,193.6,Cefmetazole
1912,AllCCS00001279,Cefoperazone,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,C25H27N9O8S2,[M+H]+,646.1497,237.4,Cefoperazone
1913,AllCCS00001279,Cefoperazone,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,C25H27N9O8S2,[M+Na]+,668.1317,244.1,Cefoperazone
1914,AllCCS00001280,Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,C24H29N5O3,[M+H]+,436.2343,202.0,Valsartan
1915,AllCCS00001281,Carisoprodol,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,C12H24N2O4,[M+H]+,261.1809,149.1,Carisoprodol
1916,AllCCS00001282,Cefapirin,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O,C17H17N3O6S2,[M+H]+,424.0632,179.9,Cefapirin
1917,AllCCS00001283,Proglumide,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1,C18H26N2O4,[M+H]+,335.1966,181.1,Proglumide
1918,AllCCS00001284,Benzylpenicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,C16H18N2O4S,[M+H]+,335.106,174.9,Benzylpenicillin
1919,AllCCS00001284,Benzylpenicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,C16H18N2O4S,[M+Na]+,357.088,182.3,Benzylpenicillin
1920,AllCCS00001284,Benzylpenicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,C16H18N2O4S,[M-H]-,333.0914,184.9,Benzylpenicillin
1921,AllCCS00001285,Phenoxymethylpenicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,C16H18N2O5S,[M+H]+,351.1009,182.6,Phenoxymethylpenicillin
1922,AllCCS00001285,Phenoxymethylpenicillin,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,C16H18N2O5S,[M+Na]+,373.0829,186.7,Phenoxymethylpenicillin
1923,AllCCS00001286,Deferoxamine,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,C25H48N6O8,[M+H]+,561.3607,221.4,Deferoxamine
1924,AllCCS00001287,Dicyclomine,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,C19H35NO2,[M+H]+,310.2741,179.1,Dicyclomine
1925,AllCCS00001288,Midodrine Hydrochloride,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,C12H18N2O4,[M-H2O+H]+,237.1234,154.0,Midodrine Hydrochloride
1926,AllCCS00001289,Prilocaine,CCCNC(C)C(=O)NC1=CC=CC=C1C,C13H20N2O,[M+H]+,221.1649,154.2,Prilocaine
1927,AllCCS00001290,Perindopril,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,C19H32N2O5,[M+H]+,369.2384,188.8,Perindopril
1928,AllCCS00001291,Bupivacaine,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,C18H28N2O,[M+H]+,289.2275,171.6,Bupivacaine
1929,AllCCS00001292,Tenoxicam,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3,C13H11N3O4S2,[M+H]+,338.0264,169.8,Tenoxicam
1930,AllCCS00001293,Aliskiren,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,C30H53N3O6,[M+H]+,552.4007,226.3,Aliskiren
1931,AllCCS00001294,Gabapentin,C1CCC(CC1)(CC(=O)O)CN,C9H17NO2,[M+H]+,172.1332,140.8,Gabapentin
1932,AllCCS00001294,Gabapentin,C1CCC(CC1)(CC(=O)O)CN,C9H17NO2,[M+Na]+,194.1152,154.8,Gabapentin
1933,AllCCS00001295,Sodium Tetradecyl Sulfate,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],C14H29NaO4S,[M+Na]+,339.1577,195.8,Sodium Tetradecyl Sulfate
1934,AllCCS00001296,Cyclocreatine,C1CN(C(=N1)N)CC(=O)O,C5H9N3O2,[M+H]+,144.0768,124.3,Cyclocreatine
1935,AllCCS00001297,Oseltamivir,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,C16H28N2O4,[M+H]+,313.2122,180.7,Oseltamivir
1936,AllCCS00001298,Acetyltryptophan,CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O,C13H14N2O3,[M+H]+,247.1077,153.1,Acetyltryptophan
1937,AllCCS00001298,Acetyltryptophan,CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O,C13H14N2O3,[M+Na]+,269.0897,158.5,Acetyltryptophan
1938,AllCCS00001298,Acetyltryptophan,CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O,C13H14N2O3,[M-H]-,245.0931,158.9,Acetyltryptophan
1939,AllCCS00001299,Buthionine Sulfoximine,CCCCS(=N)(=O)CCC(C(=O)O)N,C8H18N2O3S,[M+H]+,223.1111,146.1,Buthionine Sulfoximine
1940,AllCCS00001300,L-2-Amino-4-(Guanidinooxy)Butyric Acid,C(CON=C(N)N)C(C(=O)O)N,C5H12N4O3,[M+H]+,177.0982,133.3,L-2-Amino-4-(Guanidinooxy)Butyric Acid
1941,AllCCS00001301,Cystine,C(C(C(=O)O)N)SSCC(C(=O)O)N,C6H12N2O4S2,[M+H]+,241.0311,149.3,Cystine
1942,AllCCS00001301,Cystine,C(C(C(=O)O)N)SSCC(C(=O)O)N,C6H12N2O4S2,[M+Na]+,263.0131,151.3,Cystine
1943,AllCCS00001301,Cystine,C(C(C(=O)O)N)SSCC(C(=O)O)N,C6H12N2O4S2,[M-H]-,239.0165,143.8,Cystine
1944,AllCCS00001301,Cystine,C(C(C(=O)O)N)SSCC(C(=O)O)N,C6H12N2O4S2,[M+Na-2H]-,260.9985,147.4,Cystine
1945,AllCCS00001302,Kasugamycin Hydrochloride,CC1C(CC(C(O1)OC2C(C(C(C(C2O)O)O)O)O)N)N=C(C(=O)O)N,C14H25N3O9,[M+H]+,380.1664,185.4,Kasugamycin Hydrochloride
1946,AllCCS00001303,Pantethine,CC(C)(CO)C(C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(C(C)(C)CO)O)O,C22H42N4O8S2,[M+H]+,555.2517,222.5,Pantethine
1947,AllCCS00001304,Kainic Acid,CC(=C)C1CNC(C1CC(=O)O)C(=O)O,C10H15NO4,[M+H]+,214.1074,144.2,Kainic Acid
1948,AllCCS00001305,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide,CCCCCC(CC(=O)NO)C(=O)NC(C(C)C)C(=O)N1CCCC1CO,C19H35N3O5,[M+H]+,386.265,194.1,2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide
1949,AllCCS00001306,Chlorpyrifos,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,C9H11Cl3NO3PS,[M+Na]+,371.9156,169.9,Chlorpyrifos
1950,AllCCS00001307,L(+/-)-Alliin,C=CCS(=O)CC(C(=O)O)N,C6H11NO3S,[M+Na]+,200.0353,134.5,L(+/-)-Alliin
1951,AllCCS00001308,P-Fluorophenylalanine,C1=CC(=CC=C1CC(C(=O)O)N)F,C9H10FNO2,[M+H]+,184.0769,141.1,P-Fluorophenylalanine
1952,AllCCS00001309,Rhizocarpic Acid,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(=C2C(=C(C(=O)O2)C3=CC=CC=C3)O)C4=CC=CC=C4,C28H23NO6,[M+H]+,470.1598,212.8,Rhizocarpic Acid
1953,AllCCS00001310,Agaric Acid,CCCCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O,C22H40O7,[M+Na]+,439.2667,213.1,Agaric Acid
1954,AllCCS00001311,Camylofine Dihydrochloride,CCN(CC)CCNC(C1=CC=CC=C1)C(=O)OCCC(C)C,C19H32N2O2,[M+H]+,321.2537,183.1,Camylofine Dihydrochloride
